spam	Now press conference da:)
ham	Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow
spam	After completed degree. There is no use in joining finance.
spam	Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?
spam	Shant disturb u anymore... Jia you...
spam	Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
spam	Me, i dont know again oh
spam	Dude sux for snake. He got old and raiden got buff
spam	He says hi and to get your ass back to south tampa (preferably at a kegger)
spam	In e msg jus now. U said thanks for gift.
spam	U too...
spam	Ok how you dear. Did you call chechi
spam	Yeah we do totes. When u wanna?
spam	Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
spam	Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
spam	Wat r u doing?
spam	Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
spam	Single line with a big meaning::::: "Miss anything 4 ur "Best Life" but, don't miss ur best life for anything... Gud nyt...
spam	Just got some gas money, any chance you and the gang want to go on a grand nature adventure?
spam	Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
spam	Dude just saw a parked car with its sunroof popped up. Sux
spam	Get ready to put on your excellent sub face :)
spam	Tmrw. Im finishing 9 doors
spam	The  &lt;#&gt; g that i saw a few days ago, the guy wants sell wifi only for  &lt;#&gt;  and with 3g for  &lt;#&gt; . That's why i blanked him.
spam	I am late. I will be there at
spam	whatever, im pretty pissed off.
spam	Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam	I dont have that much image in class.
spam	No:-)i got rumour that you going to buy apartment in chennai:-)
spam	Near kalainar tv office.thenampet
ham	Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
ham	SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
spam	My sis is catching e show in e afternoon so i'm not watching w her. So c u wan 2 watch today or tmr lor.
spam	Sounds gd... Haha... Can... Wah, u yan jiu so fast liao...
spam	No. To be nosy I guess. Idk am I over reacting if I'm freaked?
spam	Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.
spam	How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
spam	Why is that, princess? I bet the brothas are all chasing you!
spam	I shall book chez jules for half eight, if that's ok with you?
spam	Hhahhaahahah rofl wtf nig was leonardo in your room or something
spam	Yep, at derek's house now, see you Sunday &lt;3
spam	It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day
spam	Sorry, I'll call later
spam	I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
spam	There are no other charges after transfer charges and you can withdraw anyhow you like
spam	Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL
spam	At 4. Let's go to bill millers
spam	I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo
spam	Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)
spam	That's my honeymoon outfit. :)
spam	Will it help if we propose going back again tomorrow
ham	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
spam	Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
spam	Pls confirm the time to collect the cheque.
ham	As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
ham	URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam	Daddy will take good care of you :)
spam	Yeah probably, I still gotta check out with leo
spam	K.then any other special?
spam	Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass
spam	Ok pa. Nothing problem:-)
spam	Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?! 
spam	God picked up a flower and dippeditinaDEW, lovingly touched itwhichturnedinto u, and the he gifted tomeandsaid,THIS FRIEND IS 4U
spam	When you came to hostel.
spam	Ok no prob... I'll come after lunch then...
spam	Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
spam	Are your freezing ? Are you home yet ? Will you remember to kiss your mom in the morning? Do you love me ? Do you think of me ? Are you missing me yet ?
spam	You all ready for * big day tomorrow?
spam	I'll probably be around mu a lot
spam	645
ham	RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
spam	Thnx dude. u guys out 2nite?
spam	Me sef dey laugh you. Meanwhile how's my darling anjie!
spam	Mm i had my food da from out
spam	K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas
spam	Did u download the fring app?
spam	The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
spam	Friends that u can stay on fb chat with
spam	Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...
spam	Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-
ham	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
spam	Ah, well that confuses things, doesn‘t it?
ham	500 free text msgs. Just text ok to 80488 and we'll credit your account
spam	Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
spam	Dear how you. Are you ok?
ham	You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS
spam	Yes princess! I want to make you happy...
spam	Sounds like you have many talents! would you like to go on a dinner date next week?
spam	I am going to film 2day da. At 6pm. Sorry da.
spam	We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
spam	Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
spam	Yesterday its with me only . Now am going home.
ham	Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p
spam	You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for
spam	No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me
ham	0A$NETWORKS allow companies to bill for SMS, so they are responsible for their "suppliers", just as a shop has to give a guarantee on what they sell. B. G.
spam	Great comedy..cant stop laughing da:)
ham	FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
spam	Alright, we're all set here, text the man
spam	Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?
spam	Sleeping nt feeling well
spam	U WILL SWITCH YOUR FONE ON DAMMIT!!
spam	India have to take lead:)
spam	I.ll post her out l8r. In class
spam	Thts wat Wright Brother did to fly..
spam	Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!
spam	If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
spam	ITS A LAPTOP TAKE IT WITH YOU.
spam	I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
spam	I wan but too early lei... Me outside now wun b home so early... Neva mind then...
ham	For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk
spam	I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? 
spam	Wishing you and your family Merry "X" mas and HAPPY NEW Year in advance..
spam	At 7 we will go ok na.
spam	Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :)
spam	S:-)if we have one good partnership going we will take lead:)
ham	RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
spam	Yeah, where's your class at?
spam	No just send to you. Bec you in temple na.
spam	You aren't coming home between class, right? I need to work out and shower!
ham	Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL
spam	S but mostly not like that.
spam	Ü v ma fan...
spam	Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
spam	Guess who spent all last night phasing in and out of the fourth dimension
spam	So now my dad is gonna call after he gets out of work and ask all these crazy questions.
spam	Yes..but they said its IT.,
spam	Very hurting n meaningful lines ever: "I compromised everything for my love, But at d end my love compromised me for everything:-(".. Gud mornin:-)
spam	Lmao!nice 1
spam	Glad to see your reply.
ham	URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only
ham	Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
spam	Nah dub but je still buff
spam	Painful words- "I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside.."
spam	Yeah, that's fine! It's £6 to get in, is that ok? 
spam	Lol where do u come up with these ideas?
spam	So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas
spam	Today is "song dedicated day.." Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...
spam	Okay... We wait ah
spam	Y lei?
spam	HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
spam	Already am squatting is the new way of walking
spam	Do you want bold 2 or bb torch
spam	Cramps stopped. Going back to sleep
ham	todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award
ham	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
spam	Nan sonathaya soladha. Why boss?
spam	Bring tat cd don forget
ham	Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone
spam	I don't know but I'm raping dudes at poker
spam	Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
spam	Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
spam	Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? 
spam	Finish already... Yar they keep saying i mushy... I so embarrassed ok...
spam	Sorry man, my stash ran dry last night and I can't pick up more until sunday
spam	Hai priya are you right. What doctor said pa. Where are you.
ham	Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.
spam	Ok...
spam	Please ask mummy to call father
spam	Can come my room but cannot come my house cos my house still messy... Haha...
spam	I have lost 10 kilos as of today!
spam	Just taste fish curry :-P
spam	What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.
spam	Yun ah.now ü wkg where?btw if ü go nus sc. Ü wana specialise in wad?
spam	Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
spam	Was doing my test earlier. I appreciate you. Will call you tomorrow.
spam	How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?
spam	U meet other fren dun wan meet me ah... Muz b a guy rite...
spam	(No promises on when though, haven't even gotten dinner yet)
spam	I got your back! Do you have any dislikes in bed?
spam	o turns out i had stereo love on mi phone under the unknown album.
ham	Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX
spam	Yeah I don't see why not
spam	Asking do u knw them or nt? May be ur frnds or classmates?
spam	Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!
ham	WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
spam	As in missionary hook up, doggy hook up, standing...|
spam	Then u better go sleep.. Dun disturb u liao.. U wake up then msg me lor..
spam	Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.
spam	Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
spam	Thought praps you meant another one. Goodo! I'll look tomorrow 
spam	Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur rents mayb interested in it, I hav 12,000pes, so around £48, tb, James.
spam	There bold 2  &lt;#&gt; . Is that yours
spam	You know there is. I shall speak to you in  &lt;#&gt;  minutes then
spam	"ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX."
spam	I went to project centre
spam	As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
spam	Lol yeah at this point I guess not
spam	Doing project w frens lor. 
spam	Lol. Well quality aint bad at all so i aint complaining
spam	K, can that happen tonight?
ham	Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....
spam	I think we're going to finn's now, come
spam	Why tired what special there you had
spam	I will come tomorrow di
spam	I cant pick the phone right now. Pls send a message
spam	K go and sleep well. Take rest:-).
spam	U guys never invite me anywhere :(
ham	UR GOING 2 BAspamAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Baspamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
spam	I can do that! I want to please you both inside and outside the bedroom...
spam	"EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX."
spam	I love to wine and dine my lady!
ham	Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
spam	Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.
spam	I don know account details..i will ask my mom and send you.my mom is out of reach now.
spam	I think u have the wrong number.
spam	Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
spam	DO NOT B LATE LOVE MUM
spam	Got it..mail panren paru..
spam	* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
spam	Give one miss from that number please
spam	Jus came back fr lunch wif my sis only. U leh?
spam	How is your schedule next week? I am out of town this weekend.
spam	Really good:)dhanush rocks once again:)
spam	Lmao ok I wont be needing u to do my hair anymore.
spam	Miss ya, need ya, want ya, love ya.
spam	Sorry i'm not free...
spam	Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
spam	Nt yet chikku..simple habba..hw abt u?
spam	Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.
spam	Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL
spam	Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham	Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
spam	Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...
ham	SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
spam	K, want us to come by now?
spam	How. Its a little difficult but its a simple way to enter this place
spam	Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
spam	Dont show yourself. How far. Put new pictures up on facebook.
spam	Watching tv now. I got new job :)
spam	Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!
spam	I'm not coming over, do whatever you want
spam	Its ok chikku, and its my 1 of favourite song..:-)
spam	Did u see what I posted on your Facebook?
ham	Call FREEPHONE 0800 542 0578 now!
ham	Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase
spam	7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st "Ur Lovely Friendship"... good morning dear
ham	Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'
ham	BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
spam	;-( oh well, c u later
spam	My uncles in Atlanta. Wish you guys a great semester.
spam	No dear i do have free messages without any recharge. Hi hi hi
spam	Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL
spam	I dun believe u. I thk u told him.
spam	Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!
spam	Yes:)sura in sun tv.:)lol.
spam	Arun can u transfr me d amt
spam	Takin a shower now but yeah I'll leave when I'm done
spam	Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
spam	U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
ham	WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk
spam	You bad girl. I can still remember them
spam	How much i gave to you. Morning.
spam	I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love
spam	Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone
spam	Can i get your opinion on something first?
spam	That one week leave i put know that time. Why.
spam	If we hit it off, you can move in with me :)
spam	excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
spam	I wanna watch that movie
spam	Ok lor thanx... Ü in school?
spam	I'm in class. Did you get my text.
spam	The bus leaves at  &lt;#&gt; 
spam	God bless.get good sleep my dear...i will pray!
ham	Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app 
spam	Do have a nice day today. I love you so dearly.
spam	Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...
spam	Aight, I'll ask a few of my roommates
spam	Now, whats your house # again ? And do you have any beer there ?
spam	Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?
spam	"Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry"
spam	Yes we are chatting too.
spam	HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
spam	Sian... Aft meeting supervisor got work 2 do liao... U working now?
spam	Are you going to write ccna exam this week??
spam	Well i will watch shrek in 3D!!B)
spam	Am i that much dirty fellow?
spam	Dunno dat's wat he told me. Ok lor...
spam	I'll probably be by tomorrow (or even later tonight if something's going on)
spam	I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
spam	If you're thinking of lifting me one then no.
spam	Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?
spam	Sent me ur email id soon
spam	Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
spam	Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.
spam	Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.
spam	May i call You later Pls
ham	Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX
spam	That's the way you should stay oh.
spam	Hello- thanx for taking that call. I got a job! Starts on monday!
spam	What time is ur flight tmr?
spam	When should I come over?
spam	I have a rather prominent bite mark on my right cheek
spam	* Will be september by then!
spam	Are you wet right now?
spam	And how's your husband.
ham	Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx
spam	Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!
spam	Yeah. I got a list with only u and Joanna if I'm feeling really anti social
spam	I am in your office na.
spam	"Are you comingdown later?"
spam	Super da:)good replacement for murali
spam	Da is good good player.why he is unsold.
spam	Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
spam	Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
ham	FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
spam	I dont want to hear philosophy. Just say what happen
spam	You got job in wipro:)you will get every thing in life in 2 or 3 years.
spam	Then cant get da laptop? My matric card wif ü lei... 
spam	Dunno da next show aft 6 is 850. Toa payoh got 650.
ham	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08718726970 NOW! Only 10p per min. BT-national-rate 
spam	I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
spam	They did't play one day last year know even though they have very good team.. Like india.
spam	K.:)you are the only girl waiting in reception ah?
spam	Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
spam	I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
spam	Sir, i am waiting for your call.
spam	What's up. Do you want me to come online?
spam	It could work, we'll reach a consensus at the next meeting
spam	Aiyah then i wait lor. Then u entertain me. Hee...
spam	The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.
spam	I'll let you know when it kicks in
spam	You call him now ok i said call him
spam	Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
spam	Or ü go buy wif him then i meet ü later can?
spam	Mmmm ... Fuck ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
spam	Today my system sh get ready.all is well and i am also in the deep well
spam	Mom wants to know where you at
spam	Aight, I'll text you when I'm back
spam	Dont know supports ass and srt i thnk. I think ps3 can play through usb too
spam	Oh ok i didnt know what you meant. Yep i am baby jontin
ham	You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
ham	Would you like to see my XXX pics they are so hot they were nearly banned in the uk!
ham	HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com
spam	Watching tv now. I got new job :)
spam	This pen thing is beyond a joke. Wont a Biro do? Don't do a masters as can't do this ever again! 
spam	I AM AT A PARTY WITH ALEX NICHOLS
ham	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
spam	Just seeing your missed call my dear brother. Do have a gr8 day.
spam	Ok.. Ü finishing soon?
spam	Sorry, I can't help you on this.
spam	Come to me, slave. Your doing it again ... Going into your shell and unconsciously avoiding me ... You are making me unhappy :-(
spam	I love your ass! Do you enjoy doggy style? :)
spam	I think asking for a gym is the excuse for lazy people. I jog.
ham	Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
ham	Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm
spam	No. On the way home. So if not for the long dry spell the season would have been over
spam	I gotta collect da car at 6 lei.
spam	Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
spam	Probably earlier than that if the station's where I think it is
ham	CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
spam	Good Morning plz call me sir
ham	FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)
spam	Uh, heads up we don't have THAT much left
spam	I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.
spam	Aight, sounds good. When do you want me to come down?
spam	Wat would u like 4 ur birthday?
spam	I love working from home :)
spam	And miss vday the parachute and double coins??? U must not know me very well...
spam	Sorry, I'll call later
spam	My sister got placed in birla soft da:-)
ham	Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+
spam	Wah... Okie okie... Muz make use of e unlimited... Haha... 
spam	There're some people by mu, I'm at the table by lambda
spam	And stop being an old man. You get to build snowman snow angels and snowball fights.
spam	ELLO BABE U OK?
spam	Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
spam	Then u going ikea str aft dat?
spam	Becoz its  &lt;#&gt;  jan whn al the post ofice is in holiday so she cn go fr the post ofice...got it duffer
spam	Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.
